Date;MSCI
02/11/2020;356.85
03/11/2020;369.47
04/11/2020;398.22
05/11/2020;417.73
06/11/2020;421.15
09/11/2020;390.46
10/11/2020;379.82
11/11/2020;397.02
12/11/2020;389.48
13/11/2020;388.42
16/11/2020;397.6
17/11/2020;403.64
18/11/2020;399.95
19/11/2020;400.79
20/11/2020;400.3
23/11/2020;401.97
24/11/2020;399.64
25/11/2020;403.95
26/11/2020;#N/A N/A
27/11/2020;402.25
30/11/2020;409.42
01/12/2020;414.5
02/12/2020;416.16
03/12/2020;419.3
04/12/2020;421.71
07/12/2020;422.82
08/12/2020;426.4
09/12/2020;414.62
10/12/2020;422.6
11/12/2020;419.47
14/12/2020;423.9
15/12/2020;424
16/12/2020;429.84
17/12/2020;436.78
18/12/2020;443.06
21/12/2020;435.04
22/12/2020;437.58
23/12/2020;428.63
24/12/2020;432.46
25/12/2020;#N/A N/A
28/12/2020;436.37
29/12/2020;434.57
30/12/2020;436.99
31/12/2020;446.53
01/01/2021;#N/A N/A
04/01/2021;437.64
05/01/2021;431.37
06/01/2021;435.17
07/01/2021;443.64
08/01/2021;452.68
11/01/2021;451.79
12/01/2021;453.19
13/01/2021;438.4
14/01/2021;409.52
15/01/2021;415.3
18/01/2021;#N/A N/A
19/01/2021;411.48
20/01/2021;418.52
21/01/2021;414.35
22/01/2021;411.88
25/01/2021;403.49
26/01/2021;404.61
27/01/2021;393.34
28/01/2021;395.23
29/01/2021;395.3
01/02/2021;416.25
02/02/2021;425.13
03/02/2021;416.87
04/02/2021;430.19
05/02/2021;429.81
08/02/2021;422.73
09/02/2021;417.97
10/02/2021;419.66
11/02/2021;426.86
12/02/2021;434.77
15/02/2021;#N/A N/A
16/02/2021;440.92
17/02/2021;439.32
18/02/2021;437.55
19/02/2021;432.97
22/02/2021;413.6
23/02/2021;415.15
24/02/2021;417.23
25/02/2021;406.3
26/02/2021;414.52
01/03/2021;420.03
02/03/2021;418.81
03/03/2021;409.72
04/03/2021;409
05/03/2021;414.72
08/03/2021;402.63
09/03/2021;414.52
10/03/2021;409.82
11/03/2021;410.06
12/03/2021;416.53
15/03/2021;419.55
16/03/2021;416.58
17/03/2021;413.17
18/03/2021;405.62
19/03/2021;410.36
22/03/2021;419.36
23/03/2021;420.76
24/03/2021;424.03
25/03/2021;412.05
26/03/2021;424.87
29/03/2021;426.37
30/03/2021;417.51
31/03/2021;419.28
01/04/2021;428.55
02/04/2021;#N/A N/A
05/04/2021;440.61
06/04/2021;440.1
07/04/2021;437.45
08/04/2021;445.29
09/04/2021;448.5
12/04/2021;453.14
13/04/2021;460
14/04/2021;457.41
15/04/2021;469.65
16/04/2021;473.52
19/04/2021;468.27
20/04/2021;468.03
21/04/2021;470.62
22/04/2021;471.75
23/04/2021;486.5
26/04/2021;487
27/04/2021;487.61
28/04/2021;484.03
29/04/2021;494.83
30/04/2021;485.77
03/05/2021;486.2
04/05/2021;482.5
05/05/2021;478.18
06/05/2021;475.91
07/05/2021;482.31
10/05/2021;476.89
11/05/2021;472.67
12/05/2021;460.18
13/05/2021;461.09
14/05/2021;463.46
17/05/2021;455.78
18/05/2021;454.09
19/05/2021;447.59
20/05/2021;457.23
21/05/2021;456.88
24/05/2021;462.85
25/05/2021;464.61
26/05/2021;465.1
27/05/2021;464.37
28/05/2021;468.13
31/05/2021;#N/A N/A
01/06/2021;461.97
02/06/2021;468.87
03/06/2021;461.98
04/06/2021;466.36
07/06/2021;464.37
08/06/2021;463.37
09/06/2021;465.83
10/06/2021;476.46
11/06/2021;479.51
14/06/2021;490.76
15/06/2021;495
16/06/2021;495.9
17/06/2021;505.54
18/06/2021;502.9
21/06/2021;515.59
22/06/2021;522.19
23/06/2021;523.86
24/06/2021;533.08
25/06/2021;531.75
28/06/2021;534.47
29/06/2021;542.17
30/06/2021;533.08
01/07/2021;534.03
02/07/2021;541.91
05/07/2021;#N/A N/A
06/07/2021;550.02
07/07/2021;555.77
08/07/2021;553.54
09/07/2021;560.23
12/07/2021;559.95
13/07/2021;557.57
14/07/2021;555.19
15/07/2021;559.85
16/07/2021;564.83
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
